itemID,itemName,itemGroup,stock,price
2222,,,20,3951
3905,,,30,5391
3485,,,8,8413
4403,,,15,6424
2661,,,13,9431
2415,,,18,2542
4165,,,28,4389
1838,,,10,2666
4129,,,18,2970
3468,,,5,7487
3515,,,7,8925
4683,,,14,4247
4415,,,7,2201
3778,,,26,9078
2406,,,20,4084
2726,,,1,6410
3370,,,13,2508
4485,,,10,3646
3266,,,29,7246
3115,,,16,5113
2479,,,18,6967
1628,,,4,8617
1023,,,6,9364
1089,,,6,7269
1386,,,4,4292
3221,,,2,5557
2623,,,21,1584
2142,,,28,9385
4164,,,29,5353
1277,,,27,6314
2927,,,25,8933
4455,,,8,4076
4042,,,6,3053
1239,,,30,4204
1542,,,17,8645
4208,,,7,9451
4106,,,17,5027
1853,,,18,4656
2701,,,10,2343
3539,,,1,2280
1428,,,27,7199
2424,,,29,2676
1528,,,11,9471
3150,,,16,7588
3635,,,24,8340
4078,,,26,5590
3606,,,28,3400
4066,,,20,9804
4508,,,21,1753
2284,,,27,2661
3450,,,24,5349
4097,,,12,5549
4096,,,24,8712
2637,,,21,8393
3007,,,14,4550
1859,,,13,9775
1479,,,9,1671
1719,,,5,1648
1618,,,28,7280
3976,,,6,8544
2482,,,4,6691
4899,,,3,6101
2364,,,1,3098
2478,,,4,9080
3680,,,5,5784
2552,,,22,8952
3676,,,30,5665
1855,,,21,3400
3582,,,3,5749
2688,,,11,2454
3782,,,19,5195
1427,,,27,8867
4310,,,24,3733
2803,,,19,5832
4601,,,9,3000
2027,,,22,8829
1398,,,15,9487
1896,,,23,5417
3731,,,20,2200
2764,,,28,8702
3909,,,26,3404
2857,,,24,6596
2192,,,12,7459
1507,,,10,8823
4617,,,28,1559
3920,,,10,6481
1843,,,30,9627
2946,,,2,5256
1087,,,4,5956
2014,,,3,5685
1473,,,27,6402
3095,,,5,7368
4461,,,13,2261
3879,,,16,8065
3083,,,22,5998
1114,,,9,7986
2390,,,21,2212
1625,,,21,5877
4842,,,30,8963
4798,,,12,2748
3127,,,21,8809
4051,,,22,1972
1004,,,29,2101
3782,,,3,2916
2974,,,30,6766
1938,,,28,1882
4973,,,24,2477
3065,,,20,4861
2704,,,20,2516
3083,,,26,7964
4442,,,27,5702
2147,,,4,1754
4594,,,19,3807
1108,,,2,8196
4277,,,20,9664
2058,,,10,8596
1041,,,13,4181
4494,,,18,3144
3246,,,10,5944
2264,,,20,9689
4931,,,25,3781
3457,,,15,9731
4444,,,3,2079
1724,,,28,8420
1966,,,23,8074
4126,,,12,8500
3430,,,19,1772
2054,,,1,2346
3667,,,8,4123
3329,,,9,4862
3841,,,14,5502
2687,,,21,5487
1328,,,28,9638
4211,,,29,6014
2604,,,6,7342
1937,,,5,4523
3856,,,22,6447
3484,,,17,6643
1549,,,2,4009
1702,,,10,3166
3694,,,27,4040
4608,,,1,7951
2376,,,4,3492
3282,,,5,8402
2349,,,6,6672
2936,,,8,6068
2311,,,4,8159
1661,,,10,6043
2652,,,24,4901
2049,,,13,6991
4855,,,27,2020
2715,,,17,6623
4132,,,27,4210
1887,,,8,5417
1832,,,18,8797
1176,,,7,5549
3382,,,5,7129
1444,,,5,5545
1702,,,12,9061
3447,,,29,9677
4759,,,13,1961
2536,,,30,2283
3666,,,4,7645
3767,,,20,5524
3271,,,25,6915
3654,,,12,1704
4871,,,22,7562
1217,,,16,4233
1616,,,23,4983
1329,,,27,2575
4603,,,10,3431
4431,,,14,7115
3913,,,2,7075
2325,,,6,6878
4117,,,16,4438
2174,,,3,6626
4541,,,19,2322
3670,,,12,6850
3719,,,16,9983
3499,,,16,2055
1749,,,30,6036
1572,,,5,2334
2271,,,17,3098
3834,,,2,2342
1146,,,25,3648
4298,,,10,1509
4164,,,4,6287
3998,,,20,8502
3786,,,15,4912
3285,,,23,7458
3159,,,8,2211
3820,,,14,6518
1808,,,18,8903
4860,,,25,5487
1928,,,20,9694
1438,,,2,7195
4290,,,4,9707
1818,,,3,9674
1176,,,13,4649
4879,,,15,6515
1574,,,15,3861
1045,,,10,4177
1168,,,9,6502
4648,,,20,3389
1931,,,24,7851
2868,,,27,9611
3082,,,7,5710
2935,,,22,8825
2639,,,7,8582
2789,,,27,3999
4153,,,20,3370
3761,,,1,8577
4444,,,1,2350
2824,,,4,3697
1146,,,29,8335
4796,,,29,6648
4586,,,26,3879
1987,,,12,9611
4376,,,3,6043
2511,,,6,1662
3364,,,14,2007
4471,,,26,9016
2022,,,1,4635
1097,,,20,9630
1510,,,3,5045
1521,,,28,8396
2601,,,12,6063
1314,,,16,7909
3657,,,12,4247
4693,,,2,7865
3095,,,23,9732
1274,,,10,7354
2164,,,12,1700
2447,,,20,6484
3778,,,2,7233
4219,,,6,2538
4382,,,28,9241
2612,,,7,6096
3899,,,21,6447
4318,,,25,3820
1305,,,9,3277
4991,,,27,9709
2998,,,21,6740
3327,,,22,2549
4115,,,28,4141
1201,,,9,1925
1595,,,17,1608
2017,,,13,7265
3142,,,28,6727
4862,,,5,6479
4245,,,12,9458
2570,,,22,6911
2839,,,24,2839
3626,,,10,4043
2119,,,2,5764
3409,,,10,6300
1842,,,23,2726
1568,,,19,3233
3050,,,29,3075
2577,,,7,8420
1898,,,18,7826
1946,,,16,1964
4075,,,13,5299
2401,,,24,7974
2014,,,21,2729
2081,,,2,3714
2838,,,10,2339
4319,,,12,5147
2122,,,12,9313
3099,,,1,6199
2077,,,18,6524
4881,,,1,2980
1373,,,5,3372
2514,,,26,3952
4772,,,19,9301
4592,,,14,9507
1468,,,24,2950
3879,,,11,5937
3805,,,21,3959
1392,,,27,5879
4961,,,30,2345
4541,,,18,8979
4206,,,25,2089
2187,,,6,4110
1087,,,19,9538
3251,,,30,8563
3582,,,26,7647
3924,,,16,5791
3193,,,6,3473
1371,,,14,2888
3111,,,15,7383
1585,,,16,8211
4817,,,24,5817
4207,,,15,4460
1158,,,28,2956
4637,,,21,5185
1231,,,10,1878
2217,,,22,1521
4933,,,20,7820
3153,,,8,4135
3827,,,7,9006
1427,,,7,8667
1151,,,26,7467
3206,,,19,3475
1979,,,9,1721
2346,,,10,4646
1443,,,23,7281
4791,,,9,2267
3321,,,5,7395
4335,,,20,1585
1517,,,23,9148
4140,,,17,5294
3140,,,20,2128
4245,,,18,6651
3481,,,10,9549
3107,,,21,6721
3015,,,9,9428
4248,,,24,9569
4510,,,19,5666
3306,,,25,7901
1601,,,27,8066
2787,,,21,5880
3931,,,26,8010
1590,,,27,3021
3188,,,7,9824
4021,,,22,7324
3785,,,18,9791
1682,,,25,9356
1480,,,1,6016
4165,,,15,5884
4786,,,5,9653
4748,,,10,6187
4342,,,2,4935
2483,,,12,6217
4243,,,28,6976
3075,,,2,4654
1983,,,29,7954
4567,,,29,3944
3459,,,28,8292
2369,,,9,5775
1998,,,23,4632
4685,,,30,6161
2036,,,2,6340
1094,,,19,7214
3953,,,29,5750
2303,,,27,6913
2930,,,5,2515
2187,,,25,3536
3595,,,8,7147
3956,,,24,9430
1595,,,5,5380
2597,,,17,7654
1717,,,7,3233
3544,,,1,5975
2226,,,8,3022
3696,,,12,9986
4804,,,18,7450
1333,,,18,7819
4892,,,24,5376
2109,,,5,5004
1737,,,24,6287
1778,,,1,5615
2921,,,10,1625
1129,,,16,4293
4739,,,14,9822
4024,,,27,9751
4140,,,8,4083
2201,,,29,9546
1815,,,23,6477
3659,,,29,8654
1569,,,12,3808
3708,,,8,8546
2394,,,11,8937
2366,,,30,6007
3603,,,14,4921
1049,,,12,3653
4086,,,9,4325
3577,,,4,5881
3487,,,12,7874
1399,,,16,4541
4561,,,6,7886
3571,,,1,4415
1830,,,1,7490
1426,,,15,2115
2851,,,27,9971
2709,,,13,3905
1741,,,30,2830
1888,,,28,9902
3500,,,13,7698
1136,,,19,2428
4297,,,12,5892
2464,,,8,7025
3711,,,15,3597
2508,,,20,7995
2901,,,6,8289
1142,,,23,3432
1564,,,27,7043
4791,,,23,6692
1150,,,4,6434
1499,,,14,2985
3278,,,24,1612
1038,,,11,6275
3225,,,16,3276
1728,,,1,3758
3361,,,24,1918
1349,,,13,6765
3315,,,15,1929
1897,,,4,4472
2883,,,25,2698
4341,,,3,3817
4933,,,18,9482
4926,,,30,3905
4256,,,19,2753
1450,,,29,7843
4369,,,28,3432
3266,,,21,7832
2287,,,12,6486
4444,,,10,4232
1860,,,18,1598
2854,,,7,2124
1929,,,1,3488
3105,,,28,8419
1628,,,15,2874
4077,,,26,8533
3864,,,30,2208
2024,,,14,8534
4635,,,21,8029
2996,,,8,5866
4823,,,25,9310
2253,,,7,6450
4527,,,20,5687
4692,,,16,8374
5000,,,23,5345
1736,,,5,9669
2702,,,9,2344
2065,,,20,6949
1361,,,16,2347
4721,,,1,9243
3529,,,23,2618
1052,,,9,7532
2178,,,28,9856
4883,,,18,5702
1899,,,27,4055
4679,,,24,4588
2115,,,16,7268
4418,,,22,7361
4479,,,16,7098
2048,,,16,3897
1083,,,29,6266
3725,,,6,5816
2481,,,1,1801
1133,,,21,2083
4464,,,13,4311
1591,,,4,2515
1964,,,11,6092
4594,,,27,7332
1087,,,29,5466
1664,,,11,5359
2233,,,7,2769
4300,,,17,7065
1955,,,28,8977
3215,,,11,3007
1407,,,4,6046
2401,,,25,2045
4771,,,13,1712
1776,,,3,1849
2185,,,10,4225
3465,,,5,7850
4780,,,4,2124
1798,,,8,4412
4148,,,16,9142
2008,,,8,4980
4487,,,4,5962
4962,,,4,6934
2411,,,9,8186
1879,,,11,2581
1419,,,8,8471
3063,,,10,9341
1483,,,1,3671
2329,,,4,4641
2524,,,21,2271
2239,,,29,2927
3668,,,11,6885
2340,,,22,6927
4464,,,15,2994
3737,,,13,6216
3538,,,20,3536
1772,,,18,9015
2451,,,21,5145
3966,,,21,7219
4135,,,21,4804
2747,,,13,2253
1013,,,25,6960
1356,,,30,7635
4836,,,11,3919
1784,,,16,8278
2950,,,17,6804
2602,,,3,1901
1087,,,3,9177
3111,,,14,9342
2831,,,9,6355
3428,,,28,4527
3232,,,16,2864
4983,,,29,8661
4548,,,30,5024
4388,,,2,6648
2315,,,30,7979
3320,,,22,7268
2589,,,23,7672
2376,,,4,8911
2802,,,20,2599
4771,,,26,6944
4917,,,26,6758
3578,,,4,5473
2532,,,15,7568
2091,,,5,5787
1661,,,21,4101
3517,,,28,3216
4138,,,29,8557
1312,,,25,6685
4678,,,13,6931
1040,,,28,9626
4094,,,11,8741
4584,,,11,3594
1696,,,21,9802
1553,,,21,7229
4272,,,22,3692
4066,,,22,9415
1602,,,19,3399
2595,,,24,5517
2440,,,7,6108
1764,,,11,9034
4505,,,27,7565
2643,,,1,8368
2907,,,30,5302
2479,,,30,9646
4071,,,17,9180
4939,,,30,6170
3756,,,9,4315
4024,,,9,4407
4132,,,3,5811
3256,,,19,4602
2396,,,26,7683
2471,,,9,7677
1248,,,17,8214
3957,,,29,1848
4347,,,9,4261
3840,,,4,9177
3864,,,22,3453
3918,,,4,3472
3539,,,10,7098
4676,,,29,5298
1589,,,16,7016
4415,,,21,7109
1597,,,14,8083
2743,,,26,8476
3646,,,18,3337
2796,,,13,9775
4638,,,30,1635
2501,,,23,2621
3082,,,7,5217
3942,,,10,4166
1602,,,10,8816
4668,,,29,8472
4661,,,12,4533
1889,,,4,2610
1097,,,6,5177
3033,,,25,7894
2251,,,22,7608
4957,,,9,9584
2751,,,16,9245
2141,,,11,6252
3667,,,2,7949
2531,,,17,6625
1785,,,2,6296
3330,,,9,6268
2048,,,15,6936
3337,,,22,8923
3749,,,24,6111
4190,,,30,4007
1136,,,14,3778
4797,,,29,7381
1224,,,15,9080
3903,,,16,5637
1803,,,16,4825
2056,,,29,7606
1852,,,24,5429
4962,,,19,3944
4183,,,17,5007
2673,,,29,6934
4348,,,19,5936
2629,,,29,7761
1256,,,16,4303
1051,,,13,6387
4014,,,25,9339
4078,,,14,7467
3962,,,16,6253
3182,,,21,7823
1013,,,23,6606
1913,,,14,1536
2694,,,7,3065
2952,,,5,9430
2849,,,9,1997
2608,,,4,1780
1966,,,4,4384
2361,,,2,4773
4469,,,14,3226
4910,,,6,9392
1526,,,5,1719
2772,,,17,5133
2059,,,27,6670
1793,,,19,4227
4753,,,11,6977
4915,,,21,6084
1281,,,26,8398
3262,,,18,7408
4391,,,15,9366
4751,,,15,6469
4643,,,12,7800
4015,,,10,7252
3561,,,11,7781
1018,,,28,6761
1065,,,14,7850
4779,,,23,9397
4615,,,28,5532
4522,,,18,1704
2207,,,7,9945
3866,,,24,9049
2530,,,1,4011
1189,,,27,7583
4499,,,22,2914
4828,,,2,3782
1738,,,16,6556
1587,,,15,8531
4206,,,29,6123
3118,,,24,2559
4462,,,23,4896
2872,,,7,6444
1791,,,11,5642
2809,,,21,3781
2568,,,5,4177
3758,,,12,1723
4237,,,1,4196
4779,,,25,1595
3575,,,28,8528
2097,,,10,9408
3573,,,2,4538
2425,,,1,5958
1115,,,26,5204
3518,,,24,5101
3073,,,28,7090
1654,,,30,6528
2343,,,5,2710
4499,,,27,9039
3910,,,7,5981
3893,,,21,2918
2713,,,3,3741
4510,,,25,3167
1466,,,15,6235
4636,,,27,9553
1554,,,2,5106
3039,,,14,7224
4124,,,18,3566
1533,,,4,2456
4110,,,5,8608
3042,,,14,9938
4915,,,14,7256
3271,,,8,5731
1245,,,20,7107
4915,,,28,8797
4062,,,11,1688
3687,,,12,7672
3020,,,25,4185
2388,,,28,5592
3896,,,11,7068
1453,,,9,3572
1294,,,12,2504
3034,,,4,7911
1707,,,22,9336
1676,,,8,8128
1652,,,7,5565
1573,,,23,6218
3712,,,25,5146
3045,,,21,5581
1827,,,22,3611
4860,,,22,8241
4353,,,27,7191
4782,,,2,8798
1687,,,8,5487
1421,,,9,7019
1110,,,22,6377
2838,,,2,7818
3347,,,8,9172
1159,,,1,9704
1309,,,18,3733
3573,,,23,6655
4673,,,9,3696
2898,,,29,9001
2820,,,9,9004
4250,,,11,1627
3909,,,22,9474
1289,,,22,7020
4561,,,5,9197
1618,,,5,5366
4987,,,2,5449
1053,,,9,9773
1829,,,29,7333
4601,,,11,5336
3101,,,25,5722
4087,,,20,5073
3276,,,12,4841
2901,,,4,7715
1332,,,16,5554
3368,,,9,2731
4450,,,3,6967
2843,,,7,2824
3512,,,22,5861
2380,,,11,7126
2371,,,19,4122
1065,,,16,3964
1969,,,16,1923
2308,,,13,5486
2350,,,4,9967
1493,,,18,8024
4036,,,21,3647
3293,,,12,2100
4646,,,9,6971
1163,,,3,2029
2273,,,17,8273
3384,,,18,4569
4940,,,18,5962
4528,,,11,9004
4367,,,23,9403
1283,,,10,4740
2699,,,13,7535
4483,,,8,2921
3841,,,14,3699
4495,,,18,3041
1565,,,15,7378
3961,,,14,6429
2044,,,13,7510
2961,,,16,9100
2857,,,20,5323
1797,,,2,5577
1912,,,16,5512
3515,,,15,2759
1052,,,2,7529
4888,,,6,6319
2925,,,7,6832
4145,,,16,6943
1028,,,16,5857
3779,,,6,8307
3890,,,25,3312
3608,,,8,1696
2828,,,8,6005
1110,,,19,7641
2811,,,14,3855
1859,,,13,3731
1783,,,16,7540
2272,,,5,1696
3159,,,29,4435
4846,,,21,3816
2314,,,27,9853
2646,,,19,1899
2443,,,25,3493
4979,,,26,9543
3176,,,26,7572
3641,,,4,9463
3560,,,20,9511
2956,,,26,7139
4009,,,27,6223
4597,,,15,4022
2438,,,26,6611
1189,,,30,9856
4527,,,23,2388
2731,,,15,6349
1863,,,11,2488
3532,,,17,5764
3309,,,17,6240
1535,,,13,8458
2764,,,19,2941
4140,,,30,8276
2363,,,12,2697
2496,,,23,3301
2814,,,20,7651
1100,,,28,9722
2005,,,9,7011
2673,,,9,4517
3876,,,3,1711
3483,,,28,5895
4130,,,11,8833
2528,,,30,5771
4153,,,11,4710
4407,,,23,3681
2907,,,22,9790
3541,,,16,8629
2882,,,20,6902
3507,,,26,5124
3104,,,23,4766
1286,,,4,3630
3756,,,28,5245
2242,,,9,5631
4481,,,16,4944
4910,,,20,5312
1287,,,6,7701
3067,,,15,8920
1204,,,8,5734
4318,,,17,8790
3218,,,20,9341
2772,,,20,6307
3823,,,9,6516
1325,,,13,5255
1211,,,19,5832
1613,,,1,5503
3706,,,20,9567
3435,,,30,5763
1828,,,16,5432
4204,,,13,5740
1004,,,25,8754
1520,,,5,6075
3031,,,21,1563
2450,,,27,7247
1878,,,17,9943
3012,,,23,5525
3484,,,25,8466
1908,,,3,8447
4126,,,18,2665
3359,,,21,8893
2747,,,9,6833
2467,,,5,2068
4993,,,17,2390
1738,,,19,4138
2755,,,3,6119
3035,,,17,2384
4267,,,16,5717
1907,,,14,8036
3568,,,26,3035
1798,,,11,9270
3289,,,30,9519
4853,,,27,6755
2144,,,15,7959
2079,,,11,8440
3689,,,13,8981
4913,,,9,9278
3830,,,21,9672
2829,,,27,8891
4138,,,20,9544
3484,,,15,7728
2413,,,9,3523
2164,,,25,8832
3393,,,24,3108
4325,,,21,6652
1205,,,25,7145
4793,,,25,8789
4194,,,1,2843
2018,,,13,6671
1881,,,18,2953
3967,,,16,6934
4305,,,8,8667
2637,,,11,3010
2631,,,5,3152
1630,,,6,5749
4860,,,23,2866
2014,,,13,6464
1197,,,15,4401
1572,,,17,5671
1833,,,6,4486
3737,,,28,8617
3860,,,27,7225
1954,,,1,7085
1923,,,6,3361
1052,,,28,9292
2773,,,28,6617
2070,,,27,8213
2632,,,14,6795
4999,,,20,5191
3158,,,13,3088
3763,,,26,9298
1740,,,11,1513
3548,,,19,3447
2404,,,30,8673
2258,,,12,2392
2795,,,21,1538
1270,,,9,9449
4803,,,4,2163
1542,,,19,2488
4929,,,25,5706
4620,,,13,3770
2836,,,29,8964
1692,,,20,2829
4563,,,10,3914
4210,,,7,6786
1971,,,4,8633
1280,,,17,3350
2632,,,2,9739
3430,,,9,6669
3554,,,17,9229
1924,,,12,5897
1064,,,30,2763
3208,,,4,3928
1895,,,15,9127
1865,,,12,2685
4316,,,6,2465
3411,,,6,3359
4855,,,20,5950
3782,,,1,3806
4394,,,13,8606
2112,,,5,9435
3768,,,18,8714
1109,,,7,4525
3850,,,27,7449
1466,,,24,1523
3785,,,22,4641
3116,,,8,2179
3705,,,28,9710
4916,,,14,8112
3467,,,22,9510
2523,,,15,4529
2916,,,3,4829
3675,,,27,7768
1206,,,22,9623
1621,,,7,4626
2629,,,24,8228
2712,,,8,5993
2486,,,3,8816
3166,,,22,4023
3120,,,25,6261
4060,,,25,1832
4443,,,6,3550
2180,,,12,6458
2552,,,14,4547
4022,,,28,3691
2617,,,22,2370
2937,,,5,5084
3516,,,26,3368
3582,,,3,3677
2022,,,28,9550
2345,,,1,7796
2837,,,5,4124
3715,,,26,4520
3010,,,4,5871
2428,,,28,2267
4512,,,20,5317
1194,,,26,5156
2492,,,30,7959
3732,,,5,7471
1653,,,17,4212
3117,,,28,4440
1506,,,13,8089
3110,,,2,5674
2274,,,17,9205
3074,,,20,7651
4969,,,19,8797
2546,,,17,9204
4434,,,8,5011
2931,,,25,6490
1329,,,16,9003
3797,,,4,4660
1525,,,21,4117
3704,,,19,9621
3221,,,24,5198
1118,,,22,5717
4891,,,19,6867
2716,,,30,2492
1083,,,16,9506
1345,,,1,4668
3122,,,24,9812
2306,,,22,2696
1410,,,19,2691
2956,,,29,2037
4389,,,1,8328
4946,,,7,2957
3893,,,11,8372
3401,,,28,8213
3082,,,23,8605
2437,,,27,3024
3909,,,2,6807
3207,,,16,5365
4526,,,5,4932
1288,,,17,2716
1013,,,13,4786
1615,,,27,8763
3956,,,28,5200
1868,,,2,2230
2863,,,5,6633
3052,,,22,4518
2612,,,30,7770
4362,,,12,9950
4512,,,18,6874
4176,,,10,8795
1766,,,13,9265
4261,,,14,4973
4683,,,8,2578
1443,,,28,6608
1692,,,16,9453
2283,,,2,4922
3562,,,2,6271
1004,,,14,7509
1405,,,13,9742
2141,,,1,7692
2954,,,28,9687
2230,,,30,5174
1765,,,19,5785
4735,,,30,2803
3603,,,23,8446
1774,,,10,7748
4018,,,8,3478
2437,,,5,4784
2847,,,25,4021
3832,,,22,2689
4433,,,5,5022
2358,,,4,6158
2540,,,5,6546
2298,,,9,8832
4618,,,29,6873
4667,,,17,8554
4527,,,20,2723
1521,,,10,8433
3403,,,17,9751
3831,,,29,8731
3141,,,7,9724
2732,,,21,5126
3905,,,6,6897
3100,,,3,3421
1549,,,12,2991
3726,,,27,2865
1429,,,30,9536
2928,,,12,1846
3482,,,5,9494
2410,,,6,3794
4448,,,15,5436
3095,,,8,3489
4445,,,19,8854
3148,,,11,6271
4746,,,4,7611
2814,,,20,4835
4494,,,19,7797
2631,,,11,9299
3021,,,7,7060
1530,,,9,2200
4202,,,21,2729
3931,,,23,9049
1644,,,3,5016
3149,,,11,7005
2122,,,17,3080
3831,,,3,9358
3583,,,9,6405
3848,,,27,4435
1264,,,16,9891
2060,,,4,7662
4116,,,16,3703
4727,,,2,8355
1692,,,20,2830
4370,,,29,7674
1355,,,27,8040
2549,,,30,2026
2612,,,16,6577
1094,,,1,9881
2932,,,22,7261
4402,,,20,8303
3942,,,4,5609
2644,,,23,6383
3116,,,23,3246
1188,,,19,2306
1387,,,13,2621
4468,,,6,2583
1652,,,15,8539
1234,,,29,6350
3480,,,7,8277
3946,,,26,4795
2784,,,15,8833
3743,,,24,8898
2313,,,24,2599
2746,,,25,4988
4543,,,12,6561
1692,,,15,4217
4163,,,9,2711
1379,,,30,6628
1442,,,2,3163
3517,,,8,9114
2177,,,28,2100
2086,,,15,9340
1169,,,13,3771
4113,,,5,9625
4807,,,1,4948
3688,,,14,4550
4252,,,23,4768
1136,,,12,7444
3590,,,9,7880
3523,,,21,4174
2801,,,19,4740
3264,,,22,1510
4033,,,19,8810
4944,,,11,6489
1740,,,30,5476
1108,,,7,2226
3327,,,23,4752
2148,,,26,5430
1932,,,4,5624
1943,,,23,5591
1416,,,5,4692
1592,,,28,8759
1452,,,7,7673
2138,,,26,8736
3482,,,18,6728
3499,,,19,5784
1668,,,11,8272
2298,,,22,6312
1214,,,13,2320
1937,,,27,1734
2312,,,8,9387
2469,,,27,4541
4826,,,9,9001
2127,,,11,9728
3409,,,1,1504
1162,,,22,9861
4723,,,14,6917
2254,,,8,2364
3684,,,12,4047
2746,,,25,6616
1275,,,26,8049
1654,,,29,9509
4463,,,11,7216
2658,,,4,5522
3018,,,5,2317
3934,,,27,7988
1426,,,6,4377
2898,,,6,7295
2004,,,14,4195
2551,,,12,5715
1816,,,25,2073
3992,,,1,8294
1211,,,24,5229
3356,,,22,6016
4690,,,8,8501
2540,,,5,8315
1948,,,15,5142
2146,,,15,8364
4406,,,7,3720
4769,,,8,2316
2371,,,12,1940
2986,,,24,6195
4084,,,22,6995
2218,,,26,3286
4649,,,21,8582
2722,,,9,7528
1259,,,26,9003
3129,,,9,6260
1223,,,3,5909
1457,,,21,4746
2987,,,24,4199
3811,,,14,7583
3899,,,4,3649
3013,,,11,6610
1456,,,4,9362
3616,,,14,7983
2612,,,12,9277
3505,,,11,4349
4221,,,1,3773
4540,,,30,7240
3356,,,10,7557
3281,,,6,9554
2092,,,23,4691
2620,,,6,2363
4456,,,8,3010
1253,,,23,3536
4925,,,25,4065
3663,,,5,6603
2539,,,27,2933
3809,,,1,8344
3587,,,19,7038
4103,,,8,2846
3137,,,3,4463
4368,,,18,7196
4660,,,5,8530
3967,,,2,8073
4193,,,28,8968
4243,,,27,2335
1495,,,28,2171
4813,,,5,9883
2445,,,23,7792
2213,,,7,9995
4591,,,24,7499
4663,,,7,5926
4526,,,14,3111
4367,,,6,6527
4877,,,23,9200
4814,,,5,6533
3145,,,30,4282
1589,,,9,8693
2273,,,17,8810
4339,,,9,1816
2954,,,2,7203
2935,,,5,8039
1618,,,30,6463
1745,,,23,2671
1689,,,12,9271
2560,,,5,7897
1779,,,25,9845
1822,,,20,9185
1711,,,11,8013
1020,,,25,2196
4538,,,12,4147
3138,,,13,6818
4030,,,8,8971
4453,,,8,2960
1167,,,15,9709
3302,,,19,7433
4398,,,3,4824
1731,,,10,3712
2796,,,20,2122
3102,,,20,2269
1801,,,14,6119
2909,,,12,2359
4256,,,25,9386
3751,,,21,4331
3758,,,18,2797
2218,,,27,7106
1320,,,30,7148
2116,,,15,6319
3594,,,21,5521
3989,,,25,9474
4864,,,7,9328
2100,,,23,1781
1263,,,12,2486
1286,,,24,8624
2870,,,30,5248
3256,,,2,4482
2617,,,4,3663
1635,,,12,4868
4401,,,27,7578
4931,,,14,2145
4641,,,4,3993
1715,,,18,8545
2536,,,11,8129
4108,,,12,4270
4481,,,3,6199
2196,,,15,6250
2446,,,14,3618
4797,,,7,7495
2802,,,13,3900
3255,,,8,8382
2432,,,9,5675
4592,,,20,4670
4148,,,12,5746
2541,,,1,4937
3570,,,19,6810
1839,,,17,8779
1793,,,14,7697
3914,,,25,2598
4995,,,1,7189
3026,,,24,2638
4486,,,12,7548
1413,,,18,4784
1995,,,2,7860
1036,,,6,6489
3104,,,17,6092
2045,,,22,9132
1490,,,17,7617
4246,,,10,7001
2537,,,1,5682
4413,,,4,9130
2072,,,29,9918
2219,,,7,4565
3691,,,27,1694
4832,,,14,6576
1170,,,18,6192
1198,,,26,6826
1606,,,6,1619
3680,,,7,7475
1477,,,13,5520
1197,,,6,6391
2699,,,12,4689
2042,,,2,5050
3898,,,9,3007
4501,,,3,4914
3233,,,7,6072
4947,,,27,7201
4314,,,17,8702
4391,,,5,9860
4520,,,29,3243
1075,,,29,3887
2320,,,13,3166
3019,,,2,8210
1516,,,27,9680
4310,,,4,4791
4788,,,3,7256
3761,,,30,9108
2172,,,29,1516
4939,,,16,7895
3112,,,29,9293
1988,,,1,5049
3744,,,7,3721
3545,,,11,5609
1801,,,3,8216
2014,,,28,4153
1818,,,21,7775
4121,,,14,4083
4416,,,24,2293
4315,,,17,3772
3537,,,19,6651
1496,,,21,7944
1424,,,19,3289
2870,,,5,4792
4573,,,23,1715
4603,,,28,6863
3248,,,30,5912
4458,,,4,5388
3517,,,16,3405
3469,,,13,5146
4863,,,28,6057
4076,,,10,8714
1457,,,4,5758
1568,,,11,9844
1231,,,2,9706
4086,,,19,6064
2311,,,15,4020
3498,,,11,2289
4249,,,5,8930
4741,,,24,3970
3286,,,3,4666
1865,,,17,7509
1991,,,7,3235
2289,,,14,8361
4080,,,10,5249
4692,,,27,3441
1384,,,16,7421
1275,,,4,5498
1536,,,8,3987
1170,,,13,5633
1978,,,3,2363
2663,,,20,5263
3178,,,13,6491
3039,,,19,4236
4206,,,6,3473
3893,,,22,1561
4963,,,15,9948
1829,,,22,9466
1716,,,24,1688
1575,,,6,5158
3900,,,10,3952
4076,,,19,9573
3420,,,19,3661
1887,,,19,2596
4376,,,12,4524
4837,,,12,6302
3698,,,13,1756
3288,,,4,6562
3044,,,30,8103
3877,,,21,4887
2040,,,24,4737
2557,,,11,4547
4672,,,20,8583
1559,,,10,3722
4340,,,25,6838
1393,,,18,3512
3695,,,25,4116
3078,,,28,7063
4937,,,26,3612
1638,,,25,3943
1908,,,10,5064
2104,,,29,8357
3566,,,27,1667
2279,,,12,2652
1033,,,4,6580
3146,,,21,8689
4121,,,4,2981
3798,,,21,8546
3939,,,6,6337
3473,,,22,2211
1750,,,9,2658
3994,,,12,9696
3916,,,7,4934
3779,,,16,5480
2547,,,4,2925
4392,,,14,6565
3554,,,12,7971
4534,,,14,9670
2040,,,10,9269
4575,,,29,4539
3086,,,3,6167
4479,,,22,9810
3022,,,15,4967
3248,,,25,4036
4501,,,1,6793
1023,,,28,1946
4380,,,19,6260
1829,,,28,2966
3745,,,21,9477
1127,,,27,6420
4943,,,20,6154
3294,,,10,4092
2031,,,17,8218
1641,,,23,8366
1114,,,29,8285
1910,,,1,7450
4340,,,19,4681
2937,,,6,4024
