memberID,Date,itemName,quantity,price
3255,24-05-2015,rolls/buns,19,8363
2521,14-12-2015,root vegetables,1,6837
3220,14-10-2015,pork,21,3125
1381,06-03-2015,other vegetables,23,7806
4050,06-07-2015,chicken,25,7390
1872,29-01-2015,misc. beverages,19,3663
4127,11-04-2015,canned beer,7,4121
2833,14-08-2015,citrus fruit,23,6119
2357,23-09-2015,waffles,10,7106
2654,03-03-2015,root vegetables,22,6245
4852,28-04-2015,yogurt,2,2880
2222,21-07-2015,berries,12,3990
2340,12-07-2015,sausage,30,4873
1987,15-10-2015,citrus fruit,6,4588
3570,02-09-2015,UHT-milk,16,8167
1320,19-01-2015,finished products,25,7389
2209,20-07-2015,cat food,27,2801
2500,30-03-2015,canned beer,2,8097
3315,12-09-2015,canned beer,23,3670
2548,16-11-2015,fruit/vegetable juice,28,3285
4473,07-09-2015,pork,23,4549
2271,16-06-2015,frankfurter,14,5010
4336,10-10-2015,sausage,4,9522
2763,01-02-2015,pork,6,8103
2780,11-10-2015,liquor,3,5617
2632,16-01-2015,frozen meals,11,2128
2568,20-08-2015,beef,16,7660
1729,23-07-2015,frankfurter,12,3743
3878,28-07-2015,frankfurter,22,6901
1225,26-03-2015,dessert,16,9787
1924,17-11-2015,root vegetables,1,9401
4335,10-06-2015,sausage,24,8095
3182,12-03-2015,butter,18,2867
4303,23-08-2015,other vegetables,22,8922
3042,02-10-2015,whole milk,11,7899
4493,29-10-2015,frankfurter,10,4605
4194,07-02-2015,bottled water,10,9956
3031,18-12-2015,pip fruit,12,6192
3891,03-07-2015,rolls/buns,25,9869
1062,16-04-2015,tropical fruit,16,7676
2469,23-03-2015,other vegetables,26,6039
3719,03-09-2015,meat,1,2906
3322,11-02-2015,bottled beer,17,3404
1336,10-03-2015,pet care,8,8208
1067,20-07-2015,rolls/buns,26,6652
1998,15-05-2015,root vegetables,1,9041
1076,14-10-2015,ham,1,3108
1992,02-08-2015,rolls/buns,17,9170
1261,21-05-2015,rolls/buns,11,5598
4409,15-01-2015,UHT-milk,8,2819
3031,30-08-2015,frankfurter,21,4344
2129,18-03-2015,whole milk,4,5594
1684,03-01-2015,whole milk,1,9601
4240,18-09-2015,citrus fruit,14,6270
2750,14-09-2015,other vegetables,1,7959
1379,13-07-2015,popcorn,27,6337
4243,22-08-2015,canned beer,16,3179
2469,12-01-2015,pork,2,2270
2346,17-09-2015,chicken,17,4089
2366,18-08-2015,UHT-milk,12,7844
2374,23-06-2015,brandy,18,6167
1721,15-10-2015,other vegetables,25,9931
2877,10-04-2015,pip fruit,2,8342
3848,11-10-2015,bottled beer,29,3551
4344,01-03-2015,sausage,27,3958
3475,10-06-2015,bottled beer,25,1684
3650,17-07-2015,other vegetables,29,7568
2318,16-01-2015,other vegetables,21,8838
1776,02-03-2015,whole milk,6,3960
3120,07-07-2015,yogurt,29,3181
1194,13-05-2015,butter,19,7294
2089,17-04-2015,canned beer,25,6724
2095,06-04-2015,pip fruit,1,7057
1736,29-08-2015,rolls/buns,28,5525
3718,12-07-2015,canned beer,25,3444
4950,22-04-2015,rolls/buns,26,5246
2481,24-11-2015,rolls/buns,24,5919
1296,06-11-2015,pip fruit,12,9502
2824,07-12-2015,pork,24,4475
4852,29-06-2015,frankfurter,16,6586
1648,27-02-2015,sausage,26,8516
3307,06-10-2015,citrus fruit,22,3828
4259,24-06-2015,brown bread,29,7815
2587,02-06-2015,soda,14,6176
4303,08-04-2015,canned beer,27,2824
1325,26-05-2015,bottled water,20,2450
3351,14-10-2015,pork,1,4606
1623,18-01-2015,frozen meals,8,2591
3119,20-02-2015,chicken,5,7955
1211,24-05-2015,rolls/buns,8,1684
4146,09-02-2015,pork,10,3179
1753,26-02-2015,sausage,30,9539
4664,26-05-2015,rolls/buns,19,5172
3827,03-11-2015,soda,14,5447
1098,27-09-2015,root vegetables,8,4965
4338,27-08-2015,beverages,30,7294
3712,20-12-2015,sausage,3,3684
1505,27-10-2015,frankfurter,14,9459
4478,02-08-2015,UHT-milk,6,6632
4150,23-08-2015,whole milk,2,9311
1118,25-12-2015,whole milk,17,2496
2537,07-05-2015,sausage,2,2156
1996,10-05-2015,canned beer,23,5657
4267,13-09-2015,sausage,3,7195
4424,16-10-2015,beef,5,5659
1948,06-05-2015,baking powder,7,2140
3495,01-02-2015,canned beer,23,1800
2327,18-03-2015,frankfurter,17,6503
3356,12-01-2015,meat,19,3829
3926,23-03-2015,yogurt,17,2681
4105,03-12-2015,sausage,25,3507
1884,05-08-2015,root vegetables,18,2691
4799,09-02-2015,canned beer,20,4269
4915,18-09-2015,canned beer,22,2849
2643,01-12-2015,tropical fruit,10,6694
3927,03-09-2015,tropical fruit,26,7262
2410,18-11-2015,citrus fruit,17,9114
1855,28-04-2015,chicken,20,9422
1245,02-03-2015,dessert,8,9071
3138,19-04-2015,other vegetables,27,5349
1178,19-04-2015,other vegetables,20,5125
1870,05-09-2015,onions,9,5653
4660,10-07-2015,frozen vegetables,3,7766
3241,09-08-2015,chicken,17,2174
4661,18-04-2015,chicken,18,1535
2407,10-03-2015,onions,17,2539
2440,19-06-2015,meat,6,9346
4634,15-05-2015,ham,28,8894
4112,14-02-2015,citrus fruit,19,4071
2428,21-08-2015,yogurt,15,7463
3604,14-03-2015,frankfurter,13,2594
3671,03-08-2015,dishes,22,7930
2880,19-06-2015,pork,19,1830
3946,19-06-2015,butter milk,24,7641
4495,20-06-2015,coffee,1,4931
3355,02-12-2015,chicken,15,3392
3959,27-05-2015,pip fruit,5,8331
1583,23-11-2015,soda,27,4416
3998,28-03-2015,yogurt,8,4727
4509,29-11-2015,berries,10,8181
1008,03-10-2015,hamburger meat,30,6764
4894,23-12-2015,canned beer,4,4366
4252,10-04-2015,turkey,5,5980
3428,16-03-2015,beverages,22,2260
1988,08-09-2015,bottled beer,19,7792
4662,19-10-2015,pastry,8,5767
3165,27-11-2015,pip fruit,16,2353
1920,16-02-2015,whole milk,10,6507
4157,04-01-2015,hamburger meat,7,1625
1945,30-04-2015,chocolate,1,6241
4104,27-07-2015,other vegetables,18,9414
2865,14-05-2015,oil,18,2826
4788,28-04-2015,beef,30,6553
1903,25-01-2015,bottled water,27,9937
3578,16-05-2015,sausage,6,9106
2238,06-12-2015,sausage,21,7050
3671,11-10-2015,pork,29,9152
3088,03-12-2015,frankfurter,5,6745
1832,17-04-2015,whipped/sour cream,19,7527
4785,13-09-2015,canned beer,3,7335
1322,19-10-2015,pork,30,6007
4439,18-03-2015,whole milk,29,8500
1698,26-06-2015,other vegetables,5,7382
3558,25-04-2015,whole milk,13,4001
3026,01-01-2015,citrus fruit,17,3482
1127,15-10-2015,other vegetables,4,7186
4153,05-02-2015,other vegetables,28,3684
4258,22-04-2015,beef,8,3867
2582,14-11-2015,meat,21,2835
1466,01-12-2015,sausage,27,9499
4185,16-01-2015,pip fruit,2,3264
1889,09-02-2015,beef,5,3747
3396,14-05-2015,chicken,30,4328
3412,26-01-2015,canned beer,24,4098
3321,13-07-2015,sausage,7,4480
3484,21-11-2015,whole milk,22,4321
1937,17-10-2015,whole milk,29,7931
2101,20-12-2015,sausage,12,5632
4006,18-12-2015,coffee,23,6163
3732,18-07-2015,nuts/prunes,28,3603
1276,28-04-2015,sausage,18,5678
4916,01-03-2015,coffee,2,2995
2040,06-04-2015,chicken,1,2332
2255,01-05-2015,tropical fruit,16,9164
1239,25-07-2015,finished products,2,9379
4992,20-06-2015,whole milk,28,1938
3225,12-06-2015,beef,5,3511
2421,21-11-2015,abrasive cleaner,8,6195
3303,25-01-2015,bottled water,2,7491
3455,13-09-2015,other vegetables,21,8439
1484,07-10-2015,beef,28,7119
3591,11-05-2015,whole milk,16,8857
2487,27-03-2015,tropical fruit,5,8753
1380,20-04-2015,candy,2,7280
2786,25-03-2015,sausage,11,2896
1885,27-05-2015,butter milk,26,6164
1295,28-01-2015,sausage,3,4450
2184,23-01-2015,frankfurter,4,2026
4054,06-05-2015,rolls/buns,13,9076
3972,08-06-2015,canned beer,18,6429
1216,19-06-2015,canned beer,14,7123
1347,31-07-2015,whole milk,15,6500
4190,04-04-2015,citrus fruit,16,3693
3264,05-04-2015,margarine,30,7016
2942,01-02-2015,sausage,22,8970
2932,22-01-2015,sausage,29,6991
4049,01-08-2015,chicken,24,3822
1954,06-08-2015,shopping bags,8,5321
2321,16-06-2015,tropical fruit,10,6270
2930,23-03-2015,other vegetables,20,8806
3214,27-03-2015,butter,8,8850
4877,20-06-2015,root vegetables,30,9024
1277,07-06-2015,photo/film,4,9279
2239,13-12-2015,sausage,4,8763
4929,26-03-2015,turkey,8,8484
1390,02-03-2015,pastry,17,2245
1870,09-09-2015,pork,23,7752
3405,03-04-2015,photo/film,29,6504
2338,08-12-2015,photo/film,13,2625
2051,11-09-2015,frankfurter,4,4761
3504,06-07-2015,pip fruit,10,3538
3405,13-04-2015,beef,5,4455
2512,02-09-2015,whole milk,10,8523
4038,06-11-2015,root vegetables,18,9936
1759,26-09-2015,bottled beer,10,3078
2813,01-10-2015,whole milk,4,3378
3055,18-08-2015,other vegetables,18,9187
1733,18-03-2015,whole milk,17,3941
1913,18-08-2015,finished products,27,6540
4864,27-03-2015,bottled beer,28,5860
4812,27-05-2015,beverages,7,6490
3042,05-10-2015,other vegetables,15,9274
4988,04-10-2015,canned beer,22,9882
4486,21-07-2015,canned beer,23,2102
4069,03-05-2015,rolls/buns,22,9115
4600,14-07-2015,beef,27,9360
3588,05-05-2015,citrus fruit,11,4221
4175,29-01-2015,rolls/buns,29,9660
2599,30-07-2015,specialty chocolate,29,6077
4671,15-07-2015,frankfurter,6,4411
2270,09-06-2015,whole milk,8,7078
2494,05-05-2015,pip fruit,28,3720
1406,28-12-2015,tropical fruit,10,2986
3910,18-12-2015,liver loaf,17,3885
3358,21-02-2015,citrus fruit,1,3276
1943,14-01-2015,frankfurter,27,1709
1995,12-06-2015,soft cheese,21,4917
4666,24-02-2015,ham,29,8143
1994,11-03-2015,whole milk,29,6686
4892,09-01-2015,other vegetables,16,6339
3531,29-08-2015,sausage,27,3311
1148,15-04-2015,yogurt,19,2050
1787,31-10-2015,frozen meals,27,2345
4215,31-05-2015,pork,1,4836
2158,01-08-2015,rolls/buns,16,3770
2510,29-09-2015,margarine,1,7879
3180,19-10-2015,root vegetables,30,9023
3207,08-08-2015,pip fruit,7,9310
1226,12-11-2015,beef,23,1751
1682,25-06-2015,pip fruit,1,9418
1509,04-11-2015,chicken,28,2335
2364,21-06-2015,whole milk,22,3251
4679,10-11-2015,chicken,10,7786
4324,05-01-2015,sausage,4,7241
3497,14-06-2015,other vegetables,4,6696
1008,21-07-2015,tropical fruit,29,5797
4572,29-10-2015,sausage,29,3158
4030,04-07-2015,chicken,14,7042
2422,12-08-2015,hamburger meat,8,5577
2694,24-11-2015,whole milk,12,3790
3481,03-08-2015,citrus fruit,13,6232
3821,03-01-2015,ham,2,2364
3752,20-08-2015,whole milk,23,9385
3262,08-12-2015,frankfurter,7,8272
1370,28-06-2015,white bread,19,7603
1090,31-08-2015,sausage,3,3941
3862,18-11-2015,sliced cheese,2,6633
4495,08-04-2015,frankfurter,4,3307
2492,01-11-2015,yogurt,10,4143
4688,01-08-2015,root vegetables,4,9185
3633,14-07-2015,rolls/buns,30,4038
3709,08-08-2015,berries,11,9058
1220,09-02-2015,rolls/buns,3,2171
4236,25-11-2015,beef,29,7153
3308,19-08-2015,chicken,16,5216
1183,12-06-2015,sausage,5,7704
1999,24-08-2015,rolls/buns,26,3000
4828,11-10-2015,rolls/buns,30,5055
3608,12-10-2015,sausage,3,5276
3983,09-09-2015,butter milk,15,9728
3460,24-07-2015,pork,23,9462
1703,21-02-2015,pork,28,7543
1969,23-07-2015,sausage,29,5780
2646,03-06-2015,soda,1,3663
1777,22-04-2015,tropical fruit,18,8173
4967,06-08-2015,pip fruit,5,7197
4291,29-07-2015,citrus fruit,21,4346
2267,11-11-2015,semi-finished bread,27,8738
3579,02-06-2015,sausage,7,3810
3959,05-10-2015,tropical fruit,10,5178
2271,20-11-2015,whole milk,16,4478
3621,09-04-2015,berries,21,7319
3491,11-06-2015,ham,1,6978
1542,28-04-2015,curd,1,2606
4098,09-01-2015,soda,3,9672
4117,11-08-2015,pot plants,5,8830
3289,31-03-2015,yogurt,10,9923
1883,05-11-2015,meat,12,6696
3659,21-06-2015,citrus fruit,2,8829
1364,20-06-2015,root vegetables,14,1673
3184,04-09-2015,whole milk,7,7823
3113,05-03-2015,coffee,22,7152
1135,29-04-2015,whole milk,16,8612
1394,14-02-2015,whole milk,27,5848
2381,13-01-2015,sausage,8,3688
4110,28-11-2015,whole milk,2,5730
4043,21-01-2015,frankfurter,18,1514
3491,06-06-2015,fruit/vegetable juice,1,1760
2044,16-12-2015,meat,5,3553
4191,28-04-2015,other vegetables,15,6739
1312,18-05-2015,frankfurter,19,5194
2191,10-11-2015,specialty cheese,8,7753
1032,23-08-2015,yogurt,19,2108
3790,28-10-2015,chicken,23,2061
3588,19-08-2015,whole milk,18,8395
4598,18-03-2015,curd,5,4110
3394,15-06-2015,pastry,28,4716
2202,24-06-2015,frankfurter,19,3038
2431,18-07-2015,chicken,8,1715
4207,17-03-2015,frozen dessert,21,7224
2580,24-10-2015,tropical fruit,7,8869
4825,09-06-2015,tropical fruit,7,6818
4368,12-10-2015,sausage,19,7940
4852,17-06-2015,whole milk,29,4244
1595,20-06-2015,finished products,16,1610
1678,14-09-2015,pork,23,5881
4667,07-05-2015,beef,3,6702
2631,27-09-2015,sausage,7,3379
1623,01-03-2015,citrus fruit,5,2724
1784,26-05-2015,pip fruit,26,8646
2379,19-09-2015,soda,7,7887
4361,27-01-2015,other vegetables,20,4538
3419,25-07-2015,tropical fruit,2,5082
1286,12-08-2015,whole milk,3,3590
1236,11-05-2015,whole milk,5,9385
3585,06-03-2015,ham,6,8774
4773,09-11-2015,tropical fruit,1,4997
4114,05-04-2015,canned beer,13,5400
4700,16-03-2015,ham,12,5091
4120,01-12-2015,chicken,6,4913
3416,07-07-2015,grapes,11,3693
1038,02-04-2015,whole milk,5,4093
3267,18-01-2015,frankfurter,6,7433
3402,06-01-2015,curd,1,5428
3013,21-08-2015,bottled beer,25,9582
4807,27-01-2015,beef,19,4062
2172,02-03-2015,citrus fruit,13,5617
1388,03-04-2015,UHT-milk,5,4938
3309,21-01-2015,salty snack,9,8464
2194,05-06-2015,canned beer,24,3826
4603,21-01-2015,pork,28,6839
1631,05-02-2015,domestic eggs,16,2810
2712,11-09-2015,other vegetables,12,3026
2757,28-04-2015,beef,2,4160
4761,08-09-2015,sausage,14,3791
2688,22-11-2015,dish cleaner,4,5567
2458,23-08-2015,frankfurter,20,1570
4087,26-08-2015,frankfurter,21,7042
4677,15-10-2015,frankfurter,7,8463
3250,12-04-2015,tropical fruit,24,4287
3488,19-08-2015,frankfurter,1,6831
1679,24-06-2015,other vegetables,27,7645
4820,23-07-2015,whole milk,1,8022
2079,16-05-2015,soda,29,9342
2460,27-10-2015,chicken,1,6953
4286,06-06-2015,other vegetables,25,7764
3050,10-08-2015,whole milk,25,6365
2888,05-09-2015,sausage,29,5191
2376,28-05-2015,sausage,3,8274
4748,23-03-2015,pork,20,6770
2311,06-06-2015,bottled water,26,7847
4765,05-07-2015,butter milk,28,3020
4199,04-08-2015,soda,2,9952
2592,20-03-2015,chicken,3,1761
1403,15-05-2015,frankfurter,6,8207
4031,03-01-2015,frankfurter,28,3288
1416,04-03-2015,sausage,27,5164
4022,24-04-2015,chicken,13,5663
3674,22-03-2015,beverages,10,8260
3430,16-04-2015,fruit/vegetable juice,18,2230
1113,29-03-2015,pork,10,7697
4178,22-01-2015,frankfurter,16,4541
4037,09-05-2015,soda,24,5069
3917,13-09-2015,whipped/sour cream,4,4540
4658,14-07-2015,sausage,13,9574
1408,23-07-2015,root vegetables,7,5879
4940,17-04-2015,liquor,12,4548
1639,10-10-2015,frankfurter,3,1846
4139,26-11-2015,coffee,12,6600
2799,17-06-2015,butter,25,2457
4041,16-10-2015,soda,16,7241
3508,07-02-2015,seasonal products,26,9185
1584,11-03-2015,frankfurter,14,2218
4006,02-07-2015,canned beer,17,7396
4593,07-04-2015,other vegetables,7,2419
4875,22-08-2015,pastry,21,9442
2534,09-08-2015,pet care,26,6435
2413,13-12-2015,baking powder,18,4214
1909,10-01-2015,sausage,7,9571
4367,15-11-2015,sugar,22,7792
4240,28-10-2015,pet care,6,9759
1866,08-11-2015,pet care,20,2076
3905,19-06-2015,berries,9,3409
4906,16-09-2015,tropical fruit,9,9764
4478,04-12-2015,soda,16,4101
2765,22-07-2015,beef,29,5099
4178,13-11-2015,tropical fruit,27,7173
4330,22-06-2015,finished products,8,2067
1659,25-03-2015,chewing gum,4,3458
2406,24-10-2015,curd,29,6806
3465,15-01-2015,chicken,5,5105
3178,22-10-2015,bottled beer,4,7836
2218,02-07-2015,herbs,1,9809
3980,09-04-2015,yogurt,20,9963
2519,14-03-2015,sausage,6,5864
2568,09-10-2015,sausage,27,7800
1130,15-01-2015,tropical fruit,21,8234
1231,20-05-2015,white wine,11,7091
2654,22-09-2015,frankfurter,27,8406
3913,21-03-2015,canned beer,19,2890
3276,23-02-2015,chicken,17,2527
4094,30-03-2015,turkey,8,8055
3997,19-07-2015,curd cheese,7,7821
2313,18-02-2015,berries,16,7988
2716,10-09-2015,tropical fruit,28,5754
3923,27-01-2015,frankfurter,20,7067
4541,18-04-2015,coffee,1,9135
4524,26-08-2015,whole milk,10,2467
1750,08-02-2015,onions,8,8692
1527,30-12-2015,domestic eggs,9,7462
1379,01-07-2015,other vegetables,10,6129
2380,09-10-2015,hamburger meat,18,4779
3259,02-09-2015,sausage,11,7892
3268,13-07-2015,citrus fruit,22,9961
3117,03-03-2015,pork,14,4447
1972,02-06-2015,pork,11,9652
1154,06-04-2015,root vegetables,22,5752
2408,25-03-2015,sausage,17,9519
2400,22-03-2015,bottled beer,1,6948
1286,08-03-2015,herbs,12,6522
3505,21-07-2015,soda,25,7437
4503,19-12-2015,tropical fruit,21,1693
4292,27-03-2015,sausage,21,4112
4906,30-09-2015,soda,24,3525
2745,08-04-2015,tropical fruit,20,8807
4682,17-05-2015,sausage,22,9679
2553,01-02-2015,whole milk,27,6705
3985,18-02-2015,beverages,24,9307
2741,28-09-2015,liver loaf,10,8111
2642,01-04-2015,frankfurter,2,3935
1873,14-02-2015,yogurt,4,4859
3738,15-07-2015,other vegetables,28,3060
2042,17-11-2015,yogurt,14,3671
4669,27-05-2015,whole milk,11,2978
2045,16-08-2015,pork,29,6806
3450,03-10-2015,berries,9,9035
2225,12-03-2015,berries,13,6558
2290,10-09-2015,other vegetables,24,1529
4494,02-11-2015,chicken,22,7117
3539,24-01-2015,root vegetables,15,9277
1002,26-04-2015,tropical fruit,14,3858
3222,05-08-2015,citrus fruit,14,8322
1711,22-11-2015,frankfurter,16,6012
2436,24-11-2015,misc. beverages,1,5660
2888,20-12-2015,pip fruit,17,5090
4665,26-02-2015,sausage,4,1860
2977,03-01-2015,rolls/buns,29,2594
3052,04-07-2015,citrus fruit,17,5138
4943,28-07-2015,sausage,28,9570
1323,03-11-2015,syrup,12,8970
1604,04-11-2015,pip fruit,16,6235
2794,12-09-2015,whole milk,28,5887
2253,21-07-2015,frankfurter,11,8616
2873,03-09-2015,other vegetables,17,9835
2707,22-06-2015,bottled water,21,7761
2718,25-01-2015,whole milk,25,7772
3711,08-07-2015,whole milk,3,5942
2960,17-02-2015,finished products,1,6216
1702,14-01-2015,whole milk,17,1640
4347,07-03-2015,pork,5,7212
2913,04-07-2015,chocolate marshmallow,6,3778
3893,15-04-2015,root vegetables,8,1784
1950,23-10-2015,sausage,30,7947
3205,20-03-2015,sausage,27,8217
1943,24-03-2015,bottled water,2,3883
3604,18-05-2015,frankfurter,29,2879
2048,16-12-2015,pork,5,8066
2176,08-08-2015,frozen meals,27,7848
2659,15-06-2015,tropical fruit,23,5491
3841,01-02-2015,ham,29,9228
1077,12-09-2015,tropical fruit,14,1865
2403,28-11-2015,whole milk,11,1555
3324,24-08-2015,whole milk,1,9986
4976,11-07-2015,misc. beverages,20,7345
3894,06-11-2015,finished products,18,4885
3718,18-10-2015,berries,23,4164
3652,18-09-2015,other vegetables,8,3133
4867,03-01-2015,berries,30,9042
1845,28-05-2015,onions,21,7011
2233,28-08-2015,yogurt,15,6376
1958,03-07-2015,berries,3,9624
1535,14-01-2015,shopping bags,19,6534
2187,16-08-2015,whole milk,13,3588
4557,19-10-2015,turkey,3,7446
1482,21-02-2015,pip fruit,30,6352
4614,07-06-2015,pip fruit,30,7229
1341,16-09-2015,other vegetables,10,7511
4768,13-03-2015,hamburger meat,26,8651
3683,04-12-2015,pork,6,6957
3471,29-05-2015,pastry,23,2796
4698,25-10-2015,newspapers,22,8951
4134,28-11-2015,canned beer,3,3337
1357,28-07-2015,ham,13,9979
2617,22-05-2015,whole milk,12,8578
2834,26-12-2015,beef,7,6624
1921,25-10-2015,pip fruit,11,5270
1248,25-08-2015,beef,8,6196
3945,04-10-2015,seasonal products,2,7830
2265,29-07-2015,other vegetables,18,6312
1046,18-06-2015,whole milk,11,9026
1484,24-02-2015,root vegetables,11,5764
3355,18-10-2015,pork,2,8665
4563,16-05-2015,pork,4,8200
4255,15-08-2015,newspapers,13,1531
3741,21-11-2015,rolls/buns,2,7605
2990,12-08-2015,beef,19,7892
1655,20-11-2015,sausage,8,8591
1878,22-02-2015,brown bread,6,2794
3877,11-01-2015,pork,16,9187
3370,12-11-2015,root vegetables,2,2235
3084,19-04-2015,hamburger meat,28,8567
1472,06-07-2015,root vegetables,29,6083
3160,22-01-2015,chewing gum,3,8862
1854,26-07-2015,other vegetables,6,1655
4113,19-07-2015,tropical fruit,7,3299
1551,11-08-2015,frankfurter,5,4240
3195,30-01-2015,canned beer,18,3770
1170,01-12-2015,chicken,6,4165
2653,07-12-2015,whole milk,27,5894
3494,04-07-2015,citrus fruit,29,9377
4787,25-05-2015,pork,16,4469
2008,21-10-2015,whole milk,20,1716
3692,20-02-2015,hamburger meat,23,7438
1016,23-04-2015,soft cheese,14,7531
4667,23-02-2015,sausage,26,4957
4191,10-05-2015,pork,7,4784
2015,12-05-2015,pork,30,2250
3002,19-02-2015,tropical fruit,22,1873
4068,10-01-2015,frankfurter,9,3614
4432,25-09-2015,canned beer,15,3356
3406,17-05-2015,sausage,8,6792
1844,10-02-2015,root vegetables,4,7755
4793,24-02-2015,soda,28,5679
3363,18-05-2015,canned beer,1,4523
2160,06-10-2015,bottled beer,25,9666
1448,19-03-2015,pork,10,5317
1346,08-05-2015,pip fruit,13,3918
3863,13-06-2015,brown bread,5,2823
4611,08-03-2015,other vegetables,26,8748
1368,15-07-2015,beef,2,5491
1808,04-02-2015,long life bakery product,9,9938
4589,08-12-2015,sausage,5,2915
2814,21-10-2015,onions,4,5646
4848,23-06-2015,pork,28,7549
3454,17-12-2015,frankfurter,19,5198
1118,27-07-2015,ham,11,4986
1863,11-02-2015,tropical fruit,7,6404
3154,05-01-2015,rolls/buns,20,4388
3251,26-12-2015,frankfurter,19,5813
4964,30-11-2015,whole milk,24,6152
4537,20-12-2015,other vegetables,18,6723
2063,27-11-2015,root vegetables,10,7953
4873,27-04-2015,rolls/buns,15,4967
1841,10-05-2015,pip fruit,14,4855
4420,25-02-2015,rolls/buns,6,2345
3593,27-08-2015,frankfurter,7,1650
4123,14-12-2015,frankfurter,5,3417
4571,05-04-2015,citrus fruit,17,8981
4503,26-11-2015,pastry,14,5716
4526,18-01-2015,other vegetables,25,8733
2241,18-10-2015,ham,21,4524
3694,17-12-2015,cat food,30,6105
4988,20-12-2015,pork,18,4614
4327,26-04-2015,citrus fruit,20,7452
2061,15-12-2015,sausage,3,1984
3345,30-09-2015,soda,28,2401
1937,19-01-2015,citrus fruit,6,5054
2055,08-11-2015,other vegetables,1,1875
4362,08-05-2015,ham,14,5610
4716,01-03-2015,sausage,17,5822
4657,14-01-2015,sausage,6,2983
3281,16-06-2015,sausage,2,3930
3252,15-02-2015,sausage,27,7374
4410,05-10-2015,hygiene articles,22,9694
4396,12-06-2015,beef,13,6581
3683,05-12-2015,canned beer,9,3754
2493,07-08-2015,onions,23,5243
1788,15-04-2015,sausage,6,4363
1846,18-05-2015,sausage,14,3820
4685,04-11-2015,yogurt,5,3043
2237,09-02-2015,chicken,17,2411
3755,28-09-2015,beef,22,2471
1280,12-08-2015,UHT-milk,24,7434
4019,06-08-2015,pork,1,4452
4875,03-10-2015,tropical fruit,9,6942
3552,02-09-2015,canned vegetables,6,7808
3134,07-06-2015,tropical fruit,5,8399
4797,04-07-2015,sausage,19,7673
1443,04-03-2015,frankfurter,21,4099
2171,31-03-2015,rolls/buns,14,9570
4153,27-05-2015,pickled vegetables,26,2684
2476,05-05-2015,citrus fruit,29,7039
1550,14-05-2015,potato products,7,9219
1885,25-12-2015,turkey,16,9631
2592,01-10-2015,sausage,19,8696
4607,17-11-2015,white wine,2,5525
3600,26-11-2015,hamburger meat,10,3869
2848,15-11-2015,chicken,16,2684
4160,19-04-2015,turkey,9,6060
2800,02-02-2015,dessert,5,2617
4882,31-10-2015,tropical fruit,22,2291
1908,10-06-2015,beef,9,8333
2045,07-12-2015,pork,25,8787
4728,15-02-2015,white bread,1,8448
4680,22-08-2015,root vegetables,21,5667
4780,05-04-2015,frankfurter,11,3341
1107,06-05-2015,citrus fruit,6,8707
3329,21-02-2015,rolls/buns,12,9619
4122,24-04-2015,tropical fruit,16,6144
2690,04-11-2015,cream cheese,19,9411
2186,14-02-2015,sausage,16,5608
4871,15-11-2015,turkey,26,7466
1608,21-02-2015,frankfurter,15,4787
1116,23-07-2015,chicken,5,7857
1566,19-11-2015,tropical fruit,7,2048
3629,13-04-2015,chicken,29,1925
1835,01-04-2015,root vegetables,21,6640
1853,03-02-2015,chicken,5,4638
1880,15-09-2015,bottled beer,13,9470
2476,04-12-2015,ketchup,3,4924
1349,10-05-2015,canned beer,3,7487
3284,28-01-2015,tropical fruit,22,9105
1660,26-07-2015,beef,20,5961
1866,15-02-2015,whole milk,8,3035
1678,23-08-2015,bottled water,7,5566
2327,04-08-2015,pork,23,8805
4710,09-05-2015,pork,25,8336
4563,27-06-2015,pip fruit,9,6763
4555,31-03-2015,specialty chocolate,7,6569
4160,12-06-2015,citrus fruit,23,5029
2006,08-12-2015,frankfurter,20,3054
3120,12-06-2015,sausage,23,5113
3750,28-02-2015,root vegetables,7,3062
4985,26-12-2015,root vegetables,21,6633
2108,11-08-2015,tropical fruit,11,2986
2072,19-02-2015,pip fruit,6,4575
2391,27-06-2015,sausage,5,8696
1047,04-01-2015,curd,2,4939
2464,19-07-2015,beef,26,5046
2029,08-07-2015,frankfurter,3,2876
3704,22-01-2015,root vegetables,26,5058
1807,18-12-2015,frankfurter,18,4759
2337,15-08-2015,hamburger meat,27,4352
4614,24-10-2015,vinegar,5,4728
4105,29-05-2015,tropical fruit,24,7374
2600,12-05-2015,pip fruit,27,4293
4335,12-10-2015,citrus fruit,29,3260
4582,13-11-2015,fruit/vegetable juice,9,9424
3306,29-12-2015,frankfurter,13,5938
4789,11-09-2015,whole milk,17,3261
4744,20-01-2015,hamburger meat,6,5371
3029,31-05-2015,long life bakery product,4,2440
1144,28-01-2015,soda,25,1639
2273,27-11-2015,hamburger meat,10,2758
1475,17-12-2015,frankfurter,1,7986
1173,22-10-2015,hard cheese,10,8197
2148,19-07-2015,newspapers,1,9289
3334,03-05-2015,chicken,1,9359
2200,10-10-2015,soft cheese,24,9910
3973,02-09-2015,pip fruit,4,4852
2695,04-07-2015,tropical fruit,24,9607
3053,25-12-2015,hamburger meat,29,6482
2964,11-08-2015,finished products,14,9484
2494,13-06-2015,pot plants,4,9937
1603,07-09-2015,whole milk,18,7201
1264,07-12-2015,tropical fruit,7,5528
